#
#,"DISCLAIMER OF WARRANTIES: Sanvean works hard to furnish customers with"
#,"accurate information, interpretations, and other data (collectively, 'Data')"
#,"that are part of, and incident to, the services provided.  However, Sanvean"
#,"cannot and does not guarantee the accuracy of the Data. All Data provided by"
#,"Sanvean are provided 'As Is' and 'as Available' for the customer's use.  All"
#,"Data provided by Sanvean is provided without warranties of any kind, either"
#,"express or implied, including, but not limited to, implied warranties of"
#,"merchantability, fitness for a particular purpose, or non-infringement."
#,"Further, without in any way limiting the foregoing disclaimers, Sanvean"
#,"cannot and does not warrant that Data furnished by Sanvean is or will be"
#,"accurate, complete, current, or reliable, that the functions and operation of"
#,"the Data will be uninterrupted, free of error, or available at any particular"
#,"time or location, that defects in the Data will be corrected, or that the"
#,"Data or the server that makes the Data available is free of viruses or other"
#,"harmful components."
#
#,"UNDER NO CIRCUMSTANCES SHOULD ANY OF THE DATA BE RELIED UPON AS THE SOLE"
#,"BASIS FOR ANY DRILLING, COMPLETION, PRODUCTION, OR FINANCIAL DECISION OR ANY"
#,"PROCEDURE INVOLVING ANY RISK TO THE SAFETY OF ANY DRILLING VENTURE, DRILLING"
#,"RIG, OR ITS CREW OR ANY OTHER THIRD PARTY. THE CUSTOMER HAS FULL"
#,"RESPONSIBILITY FOR ALL DRILLING COMPLETION AND PRODUCTION OPERATIONS."
#,"CUSTOMER'S USE OF THE DATA IS SOLELY AT THE CUSTOMER'S OWN RISK."
#
#,"LIMITATION OF LIABILITY.  IN NO EVENT WILL SANVEAN BE LIABLE FOR FAILURE BY"
#,"ANY PERSON, INCLUDING WITHOUT LIMITATION THE CUSTOMER, TO OBTAIN ANY"
#,"PARTICULAR RESULTS OR FOR DAMAGES RESULTING FROM THE USE OF THE DATA PROVIDED"
#,"BY SANVEAN, INCLUDING WITHOUT LIMITATION, LIABILITY FOR LOST REVENUES, LOST"
#,"PROFITS, LOSS OF BUSINESS, OR ANY CONSEQUENTIAL, INCIDENTAL, INDIRECT,"
#,"EXEMPLARY, SPECIAL, OR PUNITIVE DAMAGES, LOSS OR EXPENSES OF ANY KIND,"
#,"WHETHER SUCH LIABILITY IS ASSERTED ON THE BASIS OF STATUTE, CONTRACT, TORT"
#,"(INCLUDING NEGLIGENCE OR STRICT LIABILITY), OR OTHERWISE AND WHETHER OR NOT"
#,"FORESEEABLE, EVEN IF SANVEAN HAS BEEN ADVISED OR WAS AWARE OF THE POSSIBILITY"
#,"OF SUCH LOSS OR DAMAGES, AND EVEN IF THE RESULT, LOSS, INJURY, OR DAMAGES"
#,"WERE CAUSED BY OR CONTRIBUTED TO BY THE SOLE, JOINT, ACTIVE, OR PASSIVE,"
#,"NEGLIGENCE, GROSS NEGLIGENCE, STRICT LIABILITY, OR STATUTORY STRICT LIABILITY OF SANVEAN."
#
DateTime,SN5104_GyroXmax(RPM),SN5104_GyroXmin(RPM),SN5104_GyroXmed(RPM),SN5104_GyroXspread(RPM),SN5104_StickSlip(%),SN5104_Temperature(C),SN5104_ShXpeak(g),SN5104_ShXrms(g),SN5104_ShXmax(g),SN5104_ShYpeak(g),SN5104_ShYrms(g),SN5104_ShYmax(g),SN5104_ShZpeak(g),SN5104_ShZrms(g),SN5104_ShZmax(g),Hole Depth(ft),TVD(ft),Surface_Top Drive RPM(RPM),Block Height(ft),Surface_Flow In(GPM),Torque(kft-lbf),Surface_Weight on Bit(klbs),Standpipe Pressure(psi),Differential Pressure(psi),Rate of Penetration(ft/hr),Gamma(API),Rate of Penetration SP(ft/hr)
2023/05/15 16:58:04.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:05.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:06.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:07.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:08.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:09.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:10.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:11.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:12.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:13.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:14.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:16.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:17.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:18.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:19.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:20.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:21.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:22.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:24.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:25.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:26.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:27.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:28.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:29.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:30.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:31.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:32.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:33.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:34.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:35.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:36.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:37.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:38.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:39.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:41.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:42.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:43.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:44.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:45.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:46.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:47.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:48.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:49.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:50.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:51.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:52.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:53.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:54.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:55.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:56.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:57.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:58.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:58:59.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:01.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:02.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:03.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:04.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:05.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:06.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:07.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:08.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:09.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:10.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:11.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:12.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:13.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:14.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:16.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:17.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:18.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:19.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:20.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:21.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:22.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:24.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:25.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:26.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:27.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:28.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:29.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:30.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:31.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:32.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:33.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:34.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:35.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:36.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:37.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:38.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:39.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:41.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:42.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:43.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:44.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:45.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:46.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:47.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:48.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:49.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:50.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:51.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:52.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:53.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:54.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:55.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:56.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:57.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:58.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 16:59:59.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:01.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:02.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:03.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:04.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:05.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:06.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:07.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:08.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:09.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:10.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:11.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:12.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:13.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:14.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:16.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:17.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:18.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:19.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:20.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:21.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:22.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:24.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:25.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:26.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:27.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:28.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:29.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:30.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:31.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:32.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:33.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:34.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:35.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:36.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:37.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:38.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:39.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:41.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:42.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:43.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:44.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:45.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:46.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:47.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:48.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:49.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15 17:00:50.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
