#
#,"DISCLAIMER OF WARRANTIES: Sanvean works hard to furnish customers with"
#,"accurate information, interpretations, and other data (collectively, 'Data')"
#,"that are part of, and incident to, the services provided.  However, Sanvean"
#,"cannot and does not guarantee the accuracy of the Data. All Data provided by"
#,"Sanvean are provided 'As Is' and 'as Available' for the customer's use.  All"
#,"Data provided by Sanvean is provided without warranties of any kind, either"
#,"express or implied, including, but not limited to, implied warranties of"
#,"merchantability, fitness for a particular purpose, or non-infringement."
#,"Further, without in any way limiting the foregoing disclaimers, Sanvean"
#,"cannot and does not warrant that Data furnished by Sanvean is or will be"
#,"accurate, complete, current, or reliable, that the functions and operation of"
#,"the Data will be uninterrupted, free of error, or available at any particular"
#,"time or location, that defects in the Data will be corrected, or that the"
#,"Data or the server that makes the Data available is free of viruses or other"
#,"harmful components."
#
#,"UNDER NO CIRCUMSTANCES SHOULD ANY OF THE DATA BE RELIED UPON AS THE SOLE"
#,"BASIS FOR ANY DRILLING, COMPLETION, PRODUCTION, OR FINANCIAL DECISION OR ANY"
#,"PROCEDURE INVOLVING ANY RISK TO THE SAFETY OF ANY DRILLING VENTURE, DRILLING"
#,"RIG, OR ITS CREW OR ANY OTHER THIRD PARTY. THE CUSTOMER HAS FULL"
#,"RESPONSIBILITY FOR ALL DRILLING COMPLETION AND PRODUCTION OPERATIONS."
#,"CUSTOMER'S USE OF THE DATA IS SOLELY AT THE CUSTOMER'S OWN RISK."
#
#,"LIMITATION OF LIABILITY.  IN NO EVENT WILL SANVEAN BE LIABLE FOR FAILURE BY"
#,"ANY PERSON, INCLUDING WITHOUT LIMITATION THE CUSTOMER, TO OBTAIN ANY"
#,"PARTICULAR RESULTS OR FOR DAMAGES RESULTING FROM THE USE OF THE DATA PROVIDED"
#,"BY SANVEAN, INCLUDING WITHOUT LIMITATION, LIABILITY FOR LOST REVENUES, LOST"
#,"PROFITS, LOSS OF BUSINESS, OR ANY CONSEQUENTIAL, INCIDENTAL, INDIRECT,"
#,"EXEMPLARY, SPECIAL, OR PUNITIVE DAMAGES, LOSS OR EXPENSES OF ANY KIND,"
#,"WHETHER SUCH LIABILITY IS ASSERTED ON THE BASIS OF STATUTE, CONTRACT, TORT"
#,"(INCLUDING NEGLIGENCE OR STRICT LIABILITY), OR OTHERWISE AND WHETHER OR NOT"
#,"FORESEEABLE, EVEN IF SANVEAN HAS BEEN ADVISED OR WAS AWARE OF THE POSSIBILITY"
#,"OF SUCH LOSS OR DAMAGES, AND EVEN IF THE RESULT, LOSS, INJURY, OR DAMAGES"
#,"WERE CAUSED BY OR CONTRIBUTED TO BY THE SOLE, JOINT, ACTIVE, OR PASSIVE,"
#,"NEGLIGENCE, GROSS NEGLIGENCE, STRICT LIABILITY, OR STATUTORY STRICT LIABILITY OF SANVEAN."
#
DateTime,SN2232_GyroXmax(RPM),SN2232_GyroXmin(RPM),SN2232_GyroXmed(RPM),SN2232_GyroXspread(RPM),SN2232_StickSlip(%),SN2232_Temperature(C),SN2232_ShXpeak(g),SN2232_ShXrms(g),SN2232_ShXmax(g),SN2232_ShYpeak(g),SN2232_ShYrms(g),SN2232_ShYmax(g),SN2232_ShZpeak(g),SN2232_ShZrms(g),SN2232_ShZmax(g),Surface_Hole Depth(ft),Surface_Bit Depth(ft),Surface_Rate Of Penetration(ft/hr),Surface_Weight on Bit(klbs),Surface_Top Drive RPM(RPM),Surface_Standpipe Pressure(psi),Surface_Flow In(GPM),Surface_Differential Pressure(psi),Surface_Convertible Torque(kft-lbs),Surface_Inclination(degrees),Surface_Azimuth(degrees),Surface_Gamma(API),Surface_Hook Load(klbs),Surface_Block Height(ft),Surface_Magnetic Toolface(degrees),Surface_Gravity Toolface(degrees),Surface_AutoDriller Diff Press SP(psi),Surface_AutoDriller On Bottom ROP Setpoint(ft/hr),Surface_AutoDriller WOB SP(klbs),Surface_DAS in Control(unitless),Surface_Interpolated TVD(ft)
2023/05/17 07:10:33.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:34.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:35.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:36.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:37.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:38.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:39.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:40.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:41.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:42.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:43.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:44.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:45.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:46.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:47.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:48.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:49.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:50.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:51.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:52.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:53.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:54.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:55.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:56.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:57.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:58.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:10:59.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:00.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:01.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:02.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:03.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:04.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:05.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:06.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:07.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:08.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:09.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:10.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:11.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:12.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:13.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:14.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:15.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:16.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:17.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:18.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:19.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:20.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:21.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:22.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:23.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:24.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:25.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:26.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:27.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:28.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:29.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:30.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:31.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:32.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:33.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:34.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:35.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:36.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:37.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:38.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:39.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:40.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:41.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:42.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:43.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:44.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:45.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:46.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:47.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:48.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:49.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:50.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:51.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:52.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:53.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:54.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
2023/05/17 07:11:55.000,,,,,,,,,,,,,,,,6545.82,6536.44,0,0,0.06,0,0,-1113.68,0,42.13,117.51,,37.9,160.19,98.43,298.43,1000,350,60,0,0
